,origen,destino,demanda,prob_fallo,arc,latitud_o,longitud_o,latitud_d,longitude_d
757,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
1105,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
584,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
1003,Narino,La_Dorada,102,0.27,Narino - La_Dorada,5.611015,-75.174162,5.472709,-74.667984
1002,Narino,La_Dorada,102,0.27,Narino - La_Dorada,5.611015,-75.174162,5.472709,-74.667984
451,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
488,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
489,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
490,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
491,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
492,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
493,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
494,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
1004,Narino,La_Dorada,102,0.27,Narino - La_Dorada,5.611015,-75.174162,5.472709,-74.667984
1005,Narino,La_Dorada,102,0.27,Narino - La_Dorada,5.611015,-75.174162,5.472709,-74.667984
1006,Narino,La_Dorada,102,0.27,Narino - La_Dorada,5.611015,-75.174162,5.472709,-74.667984
1007,Narino,La_Dorada,102,0.27,Narino - La_Dorada,5.611015,-75.174162,5.472709,-74.667984
743,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
744,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
745,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
746,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
443,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
444,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
582,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
446,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
495,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
447,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
747,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
748,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
749,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
750,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
751,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
752,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
449,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
450,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
448,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
742,La_Fortuna,Puerto_Araujo,105,0.27,La_Fortuna - Puerto_Araujo,7.107706,-73.624878,6.52273,-74.082355
496,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
498,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
821,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
822,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
823,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
642,Fusa,Ricaurte,66,0.27,Fusa - Ricaurte,4.345152,-74.361823,4.277309,-74.772305
641,Fusa,Ricaurte,66,0.27,Fusa - Ricaurte,4.345152,-74.361823,4.277309,-74.772305
640,Fusa,Ricaurte,66,0.27,Fusa - Ricaurte,4.345152,-74.361823,4.277309,-74.772305
639,Fusa,Ricaurte,66,0.27,Fusa - Ricaurte,4.345152,-74.361823,4.277309,-74.772305
836,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
837,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
505,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
506,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
507,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
577,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
578,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
579,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
580,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
581,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
820,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
819,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
818,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
817,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
499,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
500,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
501,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
502,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
503,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
583,Cucuta,Pamplona,81,0.27,Cucuta - Pamplona,7.889097,-72.49669,7.37823,-72.650337
843,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
842,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
497,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
504,Cartago,Armenia,56,0.27,Cartago - Armenia,4.747221,-75.911629,4.535,-75.675689
982,Mocoa,Pasto,103,0.27,Mocoa - Pasto,1.15234,-76.651055,1.205884,-77.285787
981,Mocoa,Pasto,103,0.27,Mocoa - Pasto,1.15234,-76.651055,1.205884,-77.285787
980,Mocoa,Pasto,103,0.27,Mocoa - Pasto,1.15234,-76.651055,1.205884,-77.285787
841,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
840,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
839,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
815,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
816,Madrid,Girardot,142,0.27,Madrid - Girardot,4.733779,-74.262757,4.304596,-74.803141
983,Mocoa,Pasto,103,0.27,Mocoa - Pasto,1.15234,-76.651055,1.205884,-77.285787
844,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
445,Caloto,Popayan,104,0.27,Caloto - Popayan,3.033544,-76.408081,2.444814,-76.614739
401,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
1075,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1074,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1073,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
388,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
389,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
390,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
391,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
392,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
393,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
394,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
395,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
396,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
397,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
398,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
399,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
400,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
402,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
1076,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1077,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1078,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1079,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1103,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1102,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1101,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1100,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1099,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1098,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
1097,Pereira,Armenia,35,0.27,Pereira - Armenia,4.808717,-75.690601,4.535,-75.675689
712,Jamundi,Caloto,46,0.27,Jamundi - Caloto,3.262084,-76.541073,3.033544,-76.408081
403,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
713,Jamundi,Caloto,46,0.27,Jamundi - Caloto,3.262084,-76.541073,3.033544,-76.408081
715,Jamundi,Caloto,46,0.27,Jamundi - Caloto,3.262084,-76.541073,3.033544,-76.408081
716,Jamundi,Caloto,46,0.27,Jamundi - Caloto,3.262084,-76.541073,3.033544,-76.408081
717,Jamundi,Caloto,46,0.27,Jamundi - Caloto,3.262084,-76.541073,3.033544,-76.408081
1084,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1083,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1082,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1081,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
1080,Pamplona,Malaga,117,0.27,Pamplona - Malaga,7.37823,-72.650337,6.703858,-72.729891
714,Jamundi,Caloto,46,0.27,Jamundi - Caloto,3.262084,-76.541073,3.033544,-76.408081
404,Buga,Cali,73,0.27,Buga - Cali,3.900508,-76.302189,3.451647,-76.531985
838,Manizales,La_Felisa,70,0.27,Manizales - La_Felisa,5.070275,-75.513817,5.45025,-75.649796
417,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
419,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
416,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
415,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
414,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
413,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
412,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
411,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
410,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
409,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
408,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
407,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
406,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
418,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
405,Buga,Loboguerrero,56,0.27,Buga - Loboguerrero,3.900508,-76.302189,3.746412,-76.663971
1027,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1026,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1025,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1024,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1023,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1022,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1021,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
1020,Neiva,Florencia,226,0.27,Neiva - Florencia,2.934484,-75.2809,1.615386,-75.604236
871,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
1400,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
850,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
849,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
848,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
847,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
866,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
867,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
846,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
1402,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1403,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
872,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
868,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
869,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
870,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
1401,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
865,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
107,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
863,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
106,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
1412,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
105,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
104,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
103,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
102,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
101,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
100,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
99,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
1411,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1410,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
845,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
1409,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1408,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1407,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1406,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1405,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
1404,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
98,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
97,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
96,Barbosa_Ant,Puerto_Araujo,179,0.33,Barbosa_Ant - Puerto_Araujo,6.438791,-75.334099,6.52273,-74.082355
1413,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
851,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
852,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
853,Manizales,Pereira,45,0.33,Manizales - Pereira,5.070275,-75.513817,4.808717,-75.690601
864,Mariquita,Manizales,125,0.33,Mariquita - Manizales,5.199505,-74.886835,5.070275,-75.513817
1399,Tunja,Barbosa_Boy,72,0.33,Tunja - Barbosa_Boy,5.544642,-73.357557,5.934363,-73.615679
679,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
653,Hato_Corozal,Yopal,131,0.33,Hato_Corozal - Yopal,6.129631,-71.773682,5.348903,-72.400523
740,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
739,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
738,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
737,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
736,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
735,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
734,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
733,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
1514,Yopal,Aguazul,28,0.33,Yopal - Aguazul,5.348903,-72.400523,5.170847,-72.550819
1515,Yopal,Aguazul,28,0.33,Yopal - Aguazul,5.348903,-72.400523,5.170847,-72.550819
1516,Yopal,Aguazul,28,0.33,Yopal - Aguazul,5.348903,-72.400523,5.170847,-72.550819
741,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
1517,Yopal,Aguazul,28,0.33,Yopal - Aguazul,5.348903,-72.400523,5.170847,-72.550819
1519,Yopal,Aguazul,28,0.33,Yopal - Aguazul,5.348903,-72.400523,5.170847,-72.550819
732,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
731,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
730,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
729,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
728,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
727,La_Felisa,Cartago,124,0.33,La_Felisa - Cartago,5.45025,-75.649796,4.747221,-75.911629
706,Itagui,La_Felisa,101,0.33,Itagui - La_Felisa,6.167568,-75.614671,5.45025,-75.649796
707,Itagui,La_Felisa,101,0.33,Itagui - La_Felisa,6.167568,-75.614671,5.45025,-75.649796
708,Itagui,La_Felisa,101,0.33,Itagui - La_Felisa,6.167568,-75.614671,5.45025,-75.649796
709,Itagui,La_Felisa,101,0.33,Itagui - La_Felisa,6.167568,-75.614671,5.45025,-75.649796
1518,Yopal,Aguazul,28,0.33,Yopal - Aguazul,5.348903,-72.400523,5.170847,-72.550819
687,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
686,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
685,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
654,Hato_Corozal,Yopal,131,0.33,Hato_Corozal - Yopal,6.129631,-71.773682,5.348903,-72.400523
655,Hato_Corozal,Yopal,131,0.33,Hato_Corozal - Yopal,6.129631,-71.773682,5.348903,-72.400523
805,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
804,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
803,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
802,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
801,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
800,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
799,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
798,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
797,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
796,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
795,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
794,Loboguerrero,Cali,52,0.33,Loboguerrero - Cali,3.746412,-76.663971,3.451647,-76.531985
656,Hato_Corozal,Yopal,131,0.33,Hato_Corozal - Yopal,6.129631,-71.773682,5.348903,-72.400523
657,Hato_Corozal,Yopal,131,0.33,Hato_Corozal - Yopal,6.129631,-71.773682,5.348903,-72.400523
676,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
677,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
678,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
873,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
680,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
681,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
682,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
683,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
684,Ibague,Armenia,80,0.33,Ibague - Armenia,4.444676,-75.242438,4.535,-75.675689
652,Hato_Corozal,Yopal,131,0.33,Hato_Corozal - Yopal,6.129631,-71.773682,5.348903,-72.400523
874,Medellin,Bolombolo,69,0.33,Medellin - Bolombolo,6.253041,-75.564574,6.00008,-75.81665
711,Itagui,La_Felisa,101,0.33,Itagui - La_Felisa,6.167568,-75.614671,5.45025,-75.649796
979,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
964,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
963,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
962,Medellin,Sta_Fe_A,61,0.33,Medellin - Sta_Fe_A,6.253041,-75.564574,6.52273,-75.823517
168,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
167,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
166,Belen_Boy,Hato_Corozal,170,0.33,Belen_Boy - Hato_Corozal,5.9894,-72.910689,6.129631,-71.773682
