arco_NO_falla; ventas_perdidas ;costo_ventas_perdidas
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 4.504.045,00 ;4,50E+12
Mariquita-Manizales/; $ 21.324.940,00 ;2,13E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 16.832.958,00 ;1,68E+13
Mariquita-Manizales/; $ 4.952.913,00 ;4,95E+12
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 3.174.023,00 ;3,17E+12
Mariquita-Manizales/; $ 5.623.515,00 ;5,62E+12
Mariquita-Manizales/; $ 1.756.362,00 ;1,76E+12
Mariquita-Manizales/; $ 1.578.798,00 ;1,58E+12
Mariquita-Manizales/; $ 2.009.428,00 ;2,01E+12
Mariquita-Manizales/; $ 4.759.100,00 ;4,76E+12
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.135.349,00 ;5,14E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 4.415.610,00 ;4,42E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.819.445,00 ;2,82E+12
Mariquita-Manizales/; $ 815.034,00 ;8,15E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 987.834,00 ;9,88E+11
Mariquita-Manizales/; $ 21.212.873,00 ;2,12E+13
Mariquita-Manizales/; $ 6.602.054,00 ;6,60E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 236.114,00 ;2,36E+11
Mariquita-Manizales/; $ 1.240.774,00 ;1,24E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.185.242,00 ;2,12E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 917.861,00 ;9,18E+11
Mariquita-Manizales/; $ 1.456.107,00 ;1,46E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.483.957,00 ;1,48E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.689.391,00 ;1,69E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.129.495,00 ;1,13E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 83.404,00 ;8,34E+10
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.656.772,00 ;1,66E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.835.823,00 ;2,18E+13
Mariquita-Manizales/; $ 5.498.553,00 ;5,50E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.046.663,00 ;1,05E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.201.282,00 ;2,12E+13
Mariquita-Manizales/; $ 19.375.275,00 ;1,94E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 19.138.833,00 ;1,91E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.487.307,00 ;1,49E+12
Mariquita-Manizales/; $ 523.442,00 ;5,23E+11
Mariquita-Manizales/; $ 827.246,00 ;8,27E+11
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 2.023.550,00 ;2,02E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 6.399.481,00 ;6,40E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.289.150,00 ;1,29E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.957.173,00 ;5,96E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.755.315,00 ;5,76E+12
Mariquita-Manizales/; $ 852.939,00 ;8,53E+11
Mariquita-Manizales/; $ 1.138.782,00 ;1,14E+12
Mariquita-Manizales/; $ 1.060.696,00 ;1,06E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.044.143,00 ;2,10E+13
Mariquita-Manizales/; $ 21.103.775,00 ;2,11E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 790.169,00 ;7,90E+11
Mariquita-Manizales/; $ 923.154,00 ;9,23E+11
Mariquita-Manizales/; $ 6.066.628,00 ;6,07E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 17.593.459,00 ;1,76E+13
Mariquita-Manizales/; $ 17.677.393,00 ;1,77E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.455.742,00 ;1,46E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 19.021.792,00 ;1,90E+13
Mariquita-Manizales/; $ 962.914,00 ;9,63E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.206.118,00 ;1,21E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.146.297,00 ;1,15E+12
Mariquita-Manizales/; $ 1.154.265,00 ;1,15E+12
Mariquita-Manizales/; $ 18.493.325,00 ;1,85E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.926.919,00 ;1,93E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.566.041,00 ;2,57E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 655.017,00 ;6,55E+11
Mariquita-Manizales/; $ 6.670.610,00 ;6,67E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.592.649,00 ;2,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 855.398,00 ;8,55E+11
Mariquita-Manizales/; $ 21.130.313,00 ;2,11E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 748.788,00 ;7,49E+11
Mariquita-Manizales/; $ 1.744.128,00 ;1,74E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.118.588,00 ;2,11E+13
Mariquita-Manizales/; $ 18.550.348,00 ;1,86E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.949.697,00 ;2,95E+12
Mariquita-Manizales/; $ 21.099.175,00 ;2,11E+13
Mariquita-Manizales/; $ 831.805,00 ;8,32E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.769.819,00 ;2,18E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 605.547,00 ;6,06E+11
Mariquita-Manizales/; $ 2.188.298,00 ;2,19E+12
Mariquita-Manizales/; $ 815.849,00 ;8,16E+11
Mariquita-Manizales/; $ 2.143.241,00 ;2,14E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 878.518,00 ;8,79E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 563.698,00 ;5,64E+11
Mariquita-Manizales/; $ 712.290,00 ;7,12E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 6.692.899,00 ;6,69E+12
Mariquita-Manizales/; $ 18.043.482,00 ;1,80E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 6.272.210,00 ;6,27E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 386.776,00 ;3,87E+11
Mariquita-Manizales/; $ 1.184.429,00 ;1,18E+12
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.161.240,00 ;2,12E+13
Mariquita-Manizales/; $ 5.720.151,00 ;5,72E+12
Mariquita-Manizales/; $ 661.310,00 ;6,61E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.083.747,00 ;2,11E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.364.552,00 ;2,36E+12
Mariquita-Manizales/; $ 1.398.873,00 ;1,40E+12
Mariquita-Manizales/; $ 818.168,00 ;8,18E+11
Mariquita-Manizales/; $ 793.099,00 ;7,93E+11
Mariquita-Manizales/; $ 21.194.074,00 ;2,12E+13
Mariquita-Manizales/; $ 482.280,00 ;4,82E+11
Mariquita-Manizales/; $ 4.663.423,00 ;4,66E+12
Mariquita-Manizales/; $ 1.455.416,00 ;1,46E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 4.478.986,00 ;4,48E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.847.005,00 ;1,85E+12
Mariquita-Manizales/; $ 1.233.090,00 ;1,23E+12
Mariquita-Manizales/; $ 911.723,00 ;9,12E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 3.034.797,00 ;3,03E+12
Mariquita-Manizales/; $ 653.125,00 ;6,53E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 18.102.681,00 ;1,81E+13
Mariquita-Manizales/; $ 16.658.775,00 ;1,67E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 188.353,00 ;1,88E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.863.582,00 ;5,86E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 6.790.350,00 ;6,79E+12
Mariquita-Manizales/; $ 519.592,00 ;5,20E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.304.965,00 ;5,30E+12
Mariquita-Manizales/; $ 7.451.716,00 ;7,45E+12
Mariquita-Manizales/; $ 18.183.361,00 ;1,82E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.009.038,00 ;1,01E+12
Mariquita-Manizales/; $ 1.708.457,00 ;1,71E+12
Mariquita-Manizales/; $ 468.279,00 ;4,68E+11
Mariquita-Manizales/; $ 21.176.249,00 ;2,12E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.648.821,00 ;1,65E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 781.864,00 ;7,82E+11
Mariquita-Manizales/; $ 21.227.953,00 ;2,12E+13
Mariquita-Manizales/; $ 1.586.837,00 ;1,59E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.645.900,00 ;1,65E+12
Mariquita-Manizales/; $ 1.974.944,00 ;1,97E+12
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 4.189.691,00 ;4,19E+12
Mariquita-Manizales/; $ 5.591.383,00 ;5,59E+12
Mariquita-Manizales/; $ 1.830.118,00 ;1,83E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 781.865,00 ;7,82E+11
Mariquita-Manizales/; $ 5.608.784,00 ;5,61E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.319.444,00 ;2,32E+12
Mariquita-Manizales/; $ 342.896,00 ;3,43E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 951.089,00 ;9,51E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 18.656.703,00 ;1,87E+13
Mariquita-Manizales/; $ 402.786,00 ;4,03E+11
Mariquita-Manizales/; $ 1.207.749,00 ;1,21E+12
Mariquita-Manizales/; $ 1.372.856,00 ;1,37E+12
Mariquita-Manizales/; $ 6.125.205,00 ;6,13E+12
Mariquita-Manizales/; $ 787.080,00 ;7,87E+11
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.169.921,00 ;2,12E+13
Mariquita-Manizales/; $ 1.488.352,00 ;1,49E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 2.363.804,00 ;2,36E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 4.484.340,00 ;4,48E+12
Mariquita-Manizales/; $ 21.260.736,00 ;2,13E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 5.252.602,00 ;5,25E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.534.446,00 ;2,15E+13
Mariquita-Manizales/; $ 1.464.619,00 ;1,46E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.597.682,00 ;1,60E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 1.301.412,00 ;1,30E+12
Mariquita-Manizales/; $ 1.402.689,00 ;1,40E+12
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 24.547.532,00 ;2,45E+13
Mariquita-Manizales/; $ 21.901.333,00 ;2,19E+13
Caloto-Popayan/; $ 793.261,00 ;7,93E+11
Caloto-Popayan/; $ 5.869.579,00 ;5,87E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 758.775,00 ;7,59E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.185.595,00 ;1,19E+12
Caloto-Popayan/; $ 1.166.936,00 ;1,17E+12
Caloto-Popayan/; $ 5.319.937,00 ;5,32E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.972.417,00 ;1,97E+12
Caloto-Popayan/; $ 19.034.218,00 ;1,90E+13
Caloto-Popayan/; $ 7.743.226,00 ;7,74E+12
Caloto-Popayan/; $ 21.197.053,00 ;2,12E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 938.933,00 ;9,39E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.051.731,00 ;1,05E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 740.058,00 ;7,40E+11
Caloto-Popayan/; $ 984.075,00 ;9,84E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 444.792,00 ;4,45E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.300.452,00 ;1,30E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 4.581.649,00 ;4,58E+12
Caloto-Popayan/; $ 1.693.769,00 ;1,69E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 18.957.640,00 ;1,90E+13
Caloto-Popayan/; $ 607.994,00 ;6,08E+11
Caloto-Popayan/; $ 21.306.553,00 ;2,13E+13
Caloto-Popayan/; $ 6.500.551,00 ;6,50E+12
Caloto-Popayan/; $ 5.591.383,00 ;5,59E+12
Caloto-Popayan/; $ 1.782.292,00 ;1,78E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.021.653,00 ;1,02E+12
Caloto-Popayan/; $ 1.282.672,00 ;1,28E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 693.787,00 ;6,94E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 4.170.789,00 ;4,17E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 21.822.744,00 ;2,18E+13
Caloto-Popayan/; $ 21.179.996,00 ;2,12E+13
Caloto-Popayan/; $ 5.044.510,00 ;5,04E+12
Caloto-Popayan/; $ 21.097.143,00 ;2,11E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.147.802,00 ;1,15E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.985.353,00 ;1,99E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.434.331,00 ;1,43E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 21.860.385,00 ;2,19E+13
Caloto-Popayan/; $ 709.874,00 ;7,10E+11
Caloto-Popayan/; $ 22.001.858,00 ;2,20E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.678.611,00 ;1,68E+12
Caloto-Popayan/; $ 961.938,00 ;9,62E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 1.243.525,00 ;1,24E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 360.472,00 ;3,60E+11
Caloto-Popayan/; $ 2.658.897,00 ;2,66E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 5.883.206,00 ;5,88E+12
Caloto-Popayan/; $ 976.148,00 ;9,76E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 21.085.595,00 ;2,11E+13
Caloto-Popayan/; $ 5.831.580,00 ;5,83E+12
Caloto-Popayan/; $ 1.432.995,00 ;1,43E+12
Caloto-Popayan/; $ 21.427.175,00 ;2,14E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 891.269,00 ;8,91E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 16.444.724,00 ;1,64E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 2.276.552,00 ;2,28E+12
Caloto-Popayan/; $ 1.639.027,00 ;1,64E+12
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 730.876,00 ;7,31E+11
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 543.917,00 ;5,44E+11
Caloto-Popayan/; $ 21.638.190,00 ;2,16E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
Caloto-Popayan/; $ 24.547.532,00 ;2,45E+13
