18343662,1.8343662e+13
2081012,2.081012e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
21123057,2.1123057e+13
24547532,2.4547532e+13
470299,4.70299e+11
18183361,1.8183361e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
667392,6.67392e+11
214772,2.14772e+11
6549929,6.549929e+12
24547532,2.4547532e+13
305102,3.05102e+11
6574569,6.574569e+12
1158282,1.158282e+12
4211947,4.211947e+12
21164369,2.1164369e+13
1362494,1.362494e+12
1182325,1.182325e+12
956869,9.56869e+11
24547532,2.4547532e+13
5673001,5.673001e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
1075535,1.075535e+12
1044040,1.04404e+12
681203,6.81203e+11
24547532,2.4547532e+13
7123598,7.123598e+12
1560037,1.560037e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
967575,9.67575e+11
18461105,1.8461105e+13
1460366,1.460366e+12
6822865,6.822865e+12
5591383,5.591383e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
3057973,3.057973e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
20979948,2.0979948e+13
5480633,5.480633e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1914305,1.914305e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1774886,1.774886e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
5329724,5.329724e+12
24547532,2.4547532e+13
6254544,6.254544e+12
767299,7.67299e+11
21776759,2.1776759e+13
24547532,2.4547532e+13
5835791,5.835791e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
700057,7.00057e+11
5444632,5.444632e+12
24547532,2.4547532e+13
21735920,2.173592e+13
4805333,4.805333e+12
5300145,5.300145e+12
1062346,1.062346e+12
514494,5.14494e+11
24547532,2.4547532e+13
24547532,2.4547532e+13
6500551,6.500551e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
5894577,5.894577e+12
6547931,6.547931e+12
1798042,1.798042e+12
4290843,4.290843e+12
