24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1066693,1.066693e+12
1294507,1.294507e+12
24547532,2.4547532e+13
21880818,2.1880818e+13
538399,5.38399e+11
24547532,2.4547532e+13
931194,9.31194e+11
24547532,2.4547532e+13
5851631,5.851631e+12
24547532,2.4547532e+13
4636931,4.636931e+12
24547532,2.4547532e+13
5503336,5.503336e+12
5591383,5.591383e+12
21133956,2.1133956e+13
2525980,2.52598e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
950121,9.50121e+11
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
5448676,5.448676e+12
24547532,2.4547532e+13
21443699,2.1443699e+13
6467893,6.467893e+12
732133,7.32133e+11
1223269,1.223269e+12
1499431,1.499431e+12
24547532,2.4547532e+13
669836,6.69836e+11
24547532,2.4547532e+13
925050,9.2505e+11
24547532,2.4547532e+13
859328,8.59328e+11
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1143606,1.143606e+12
4356102,4.356102e+12
19092539,1.9092539e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1760892,1.760892e+12
1679087,1.679087e+12
598243,5.98243e+11
24547532,2.4547532e+13
24547532,2.4547532e+13
18298946,1.8298946e+13
485977,4.85977e+11
5591383,5.591383e+12
1794251,1.794251e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
5124091,5.124091e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
21933460,2.193346e+13
24547532,2.4547532e+13
6076414,6.076414e+12
24547532,2.4547532e+13
6238228,6.238228e+12
780990,7.8099e+11
2408949,2.408949e+12
1469633,1.469633e+12
5591383,5.591383e+12
278928,2.78928e+11
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
425646,4.25646e+11
5120648,5.120648e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
1171632,1.171632e+12
6000634,6.000634e+12
743542,7.43542e+11
24547532,2.4547532e+13
21148079,2.1148079e+13
1128629,1.128629e+12
1010639,1.010639e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
884658,8.84658e+11
5986670,5.98667e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
1716872,1.716872e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
16652268,1.6652268e+13
24547532,2.4547532e+13
6388921,6.388921e+12
21318859,2.1318859e+13
5591383,5.591383e+12
24547532,2.4547532e+13
17737265,1.7737265e+13
964216,9.64216e+11
921901,9.21901e+11
24547532,2.4547532e+13
624588,6.24588e+11
4405585,4.405585e+12
24547532,2.4547532e+13
1776895,1.776895e+12
1228599,1.228599e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
21284819,2.1284819e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
772717,7.72717e+11
1910017,1.910017e+12
24547532,2.4547532e+13
21252326,2.1252326e+13
24547532,2.4547532e+13
21032567,2.1032567e+13
24547532,2.4547532e+13
7166438,7.166438e+12
6853287,6.853287e+12
24547532,2.4547532e+13
21117276,2.1117276e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1146614,1.146614e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
1092942,1.092942e+12
24547532,2.4547532e+13
5386868,5.386868e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
21808457,2.1808457e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
3869329,3.869329e+12
16438872,1.6438872e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
22001858,2.2001858e+13
2322670,2.32267e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
1197343,1.197343e+12
1473844,1.473844e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
21638190,2.163819e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
16767087,1.6767087e+13
5254457,5.254457e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
1003067,1.003067e+12
2205729,2.205729e+12
6577872,6.577872e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
1317023,1.317023e+12
19092539,1.9092539e+13
24547532,2.4547532e+13
21246948,2.1246948e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
932071,9.32071e+11
24547532,2.4547532e+13
24547532,2.4547532e+13
1670597,1.670597e+12
5078337,5.078337e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
5156111,5.156111e+12
6037920,6.03792e+12
3894752,3.894752e+12
21980906,2.1980906e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
5591383,5.591383e+12
24547532,2.4547532e+13
24547532,2.4547532e+13
24547532,2.4547532e+13
21179159,2.1179159e+13
5677587,5.677587e+12
24547532,2.4547532e+13
6061183,6.061183e+12
